"_id",pokemon,moves.0,moves.1,moves.2,moves.3,moves.4,moves.5,moves.6,moves.7,moves.8,moves.9,moves.10,moves.11,moves.12,moves.13,moves.14,moves.15,moves.16,moves.17,moves.18,moves.19,moves.20,moves.21,moves.22,moves.23,moves.24,moves.25,moves.26,moves.27,moves.28,moves.29,moves.30,moves.31,moves.32,moves.33,moves.34,moves.35,moves.36,moves.37,moves.38,moves.39,moves.40,moves.41,moves.42,moves.43,moves.44,moves.45,moves.46,moves.47,moves.48,moves.49,moves.50,moves.51,moves.52,moves.53,moves.54,moves.55,moves.56,moves.57,moves.58,moves.59,moves.60,moves.61,moves.62,moves.63,moves.64,moves.65,moves.66,moves.67,moves.68,moves.69,moves.70,moves.71,moves.72,moves.73,moves.74,moves.75,moves.76,moves.77,moves.78,moves.79,moves.80,moves.81,moves.82,moves.83,moves.84,moves.85,moves.86,moves.87,moves.88,moves.89,moves.90,moves.91,moves.92,moves.93,moves.94,moves.95,moves.96,moves.97,moves.98,moves.99,moves.100,moves.101,moves.102,moves.103,moves.104,moves.105
5e825b9602284d30719df4a9,ralts,ally-switch,attract,body-slam,calm-mind,captivate,charge-beam,charm,confide,confuse-ray,confusion,dazzling-gleam,defense-curl,destiny-bond,disable,disarming-voice,double-edge,double-team,draining-kiss,dream-eater,echoed-voice,encore,endure,facade,fire-punch,flash,fling,frustration,future-sight,grass-knot,growl,grudge,headbutt,heal-pulse,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hyper-voice,hypnosis,ice-punch,icy-wind,imprison,light-screen,lucky-chant,magical-leaf,magic-coat,magic-room,mean-look,memento,mimic,misty-terrain,mud-slap,natural-gift,nightmare,pain-split,protect,psychic,psych-up,psyshock,rain-dance,recycle,reflect,rest,return,round,safeguard,secret-power,shadow-ball,shadow-sneak,shock-wave,signal-beam,sing,skill-swap,sleep-talk,snatch,snore,stored-power,substitute,sunny-day,swagger,swift,synchronoise,taunt,telekinesis,teleport,thief,thunderbolt,thunder-punch,thunder-wave,torment,toxic,trick,trick-room
5e825b9602284d30719df4aa,kirlia,ally-switch,ally-switch,attract,attract,body-slam,body-slam,calm-mind,calm-mind,captivate,captivate,charge-beam,charge-beam,charm,charm,confide,confide,confuse-ray,confuse-ray,confusion,confusion,dazzling-gleam,dazzling-gleam,defense-curl,defense-curl,destiny-bond,destiny-bond,disable,disable,disarming-voice,disarming-voice,double-edge,double-edge,double-team,double-team,draining-kiss,draining-kiss,dream-eater,dream-eater,echoed-voice,echoed-voice,encore,encore,endure,endure,facade,facade,fire-punch,fire-punch,flash,flash,fling,fling,frustration,frustration,future-sight,future-sight,grass-knot,grass-knot,growl,growl,grudge,grudge,headbutt,headbutt,heal-pulse,heal-pulse,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-voice,hyper-voice,hypnosis,hypnosis,ice-punch,ice-punch
5e825b9602284d30719df4ab,gardevoir,dazzling-gleam,moonblast,misty-terrain,healing-wish,charm,growl,disarming-voice,double-team,confusion,hypnosis,draining-kiss,teleport,psybeam,life-dew,wish,calm-mind,psychic,heal-pulse,dream-eater,future-sight,mega-punch,mega-kick,fire-punch,ice-punch,thunder-punch,hyper-beam,giga-impact,magical-leaf,thunder-wave,light-screen,reflect,safeguard,rest,thief,snore,protect,icy-wind,attract,rain-dance,sunny-day,will-o-wisp,facade,swift,helping-hand,imprison,fling,power-swap,guard-swap,trick-room,wonder-room,magic-room,round,psychic-terrain,mystical-fire,body-slam,thunderbolt,substitute,psyshock,endure,sleep-talk,encore,shadow-ball,taunt,trick,skill-swap,hyper-voice,focus-blast,energy-ball,zen-headbutt,grass-knot,stored-power,ally-switch,confuse-ray,destiny-bond,disable,grudge,knock-off,mean-look,memento,shadow-sneak,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4ac,surskit,agility,aqua-jet,attract,baton-pass,blizzard,bubble,bubble-beam,bug-bite,captivate,confide,double-edge,double-team,endure,facade,fell-stinger,flash,foresight,frustration,giga-drain,haze,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hydro-pump,ice-beam,icy-wind,infestation,liquidation,lunge,mimic,mind-reader,mist,mud-shot,mud-slap,mud-sport,natural-gift,power-split,protect,psybeam,psych-up,quick-attack,rain-dance,rest,return,round,scald,secret-power,shadow-ball,signal-beam,sleep-talk,snore,solar-beam,sticky-web,string-shot,struggle-bug,substitute,sunny-day,swagger,sweet-scent,swift,thief,toxic,water-pulse,water-sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4ad,masquerain,aerial-ace,agility,air-cutter,air-slash,aqua-jet,aqua-jet,attract,attract,baton-pass,blizzard,blizzard,bubble,bubble,bubble-beam,bug-bite,bug-bite,bug-buzz,captivate,captivate,confide,confide,defog,double-edge,double-edge,double-team,double-team,endure,endure,energy-ball,facade,facade,fell-stinger,fell-stinger,flash,flash,foresight,foresight,frustration,frustration,giga-drain,giga-drain,giga-impact,gust,haze,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hydro-pump,hydro-pump,hyper-beam,ice-beam,ice-beam,icy-wind,icy-wind,infestation,infestation,liquidation,liquidation,lunge,lunge,mimic,mimic,mind-reader,mind-reader,mist,mud-shot,mud-shot,mud-slap,mud-slap,mud-sport,natural-gift,natural-gift,nightmare,ominous-wind,power-split,power-split,protect
5e825b9602284d30719df4ae,shroomish,absorb,attract,body-slam,bullet-seed,captivate,charm,confide,double-edge,double-team,drain-punch,endure,energy-ball,facade,fake-tears,false-swipe,flash,focus-punch,frustration,giga-drain,grass-knot,growth,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,leech-seed,mega-drain,mimic,natural-gift,poison-powder,protect,refresh,rest,return,round,safeguard,secret-power,seed-bomb,sleep-talk,sludge-bomb,snatch,snore,solar-beam,spore,stun-spore,substitute,sunny-day,swagger,swords-dance,synthesis,tackle,toxic,venoshock,wake-up-slap,worry-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4af,breloom,absorb,absorb,attract,attract,body-slam,body-slam,brick-break,bulk-up,bullet-seed,bullet-seed,captivate,captivate,charm,charm,confide,confide,counter,cut,double-edge,double-edge,double-team,double-team,drain-punch,drain-punch,dynamic-punch,endure,endure,energy-ball,energy-ball,facade,facade,fake-tears,fake-tears,false-swipe,false-swipe,feint,flash,flash,fling,focus-blast,focus-punch,focus-punch,force-palm,frustration,frustration,fury-cutter,giga-drain,giga-drain,giga-impact,grass-knot,grass-knot,growth,headbutt,headbutt,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,iron-tail,laser-focus,leech-seed,leech-seed,low-sweep,mach-punch,mega-drain,mega-drain,mega-kick,mega-punch,mimic,mimic,mind-reader,mud-slap,natural-gift,natural-gift,poison-powder
5e825b9602284d30719df4b0,slakoth,aerial-ace,after-you,amnesia,attract,blizzard,body-slam,brick-break,bulk-up,captivate,chip-away,confide,counter,covet,crush-claw,curse,cut,double-edge,double-team,dynamic-punch,encore,endure,facade,feint-attack,fire-blast,fire-punch,flail,flamethrower,fling,focus-punch,frustration,fury-cutter,gunk-shot,hammer-arm,headbutt,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hone-claws,ice-beam,ice-punch,icy-wind,incinerate,mega-kick,mega-punch,mimic,mud-slap,natural-gift,night-slash,play-rough,power-up-punch,protect,pursuit,rain-dance,rest,retaliate,return,rock-slide,rock-smash,rock-tomb,round,scratch,secret-power,seismic-toss,shadow-ball,shadow-claw,shock-wave,slack-off,slash,sleep-talk,snore,solar-beam,strength,substitute,sucker-punch,sunny-day,swagger,thunder,thunderbolt,thunder-punch,tickle,toxic,water-pulse,work-up,yawn,,,,,,,,,
5e825b9602284d30719df4b1,vigoroth,aerial-ace,aerial-ace,after-you,after-you,amnesia,attract,attract,blizzard,blizzard,body-slam,body-slam,brick-break,brick-break,bulk-up,bulk-up,bulldoze,captivate,captivate,chip-away,chip-away,confide,confide,counter,counter,covet,covet,crush-claw,crush-claw,curse,curse,cut,cut,double-edge,double-edge,double-team,double-team,dynamic-punch,dynamic-punch,earthquake,encore,encore,endure,endure,facade,facade,feint-attack,fire-blast,fire-blast,fire-punch,fire-punch,flail,flamethrower,flamethrower,fling,fling,focus-blast,focus-energy,focus-punch,focus-punch,frustration,frustration,fury-cutter,fury-cutter,fury-swipes,gunk-shot,gunk-shot,hammer-arm,hammer-arm,headbutt,headbutt,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hone-claws,hone-claws,ice-beam,ice-beam
5e825b9602284d30719df4b2,slaking,aerial-ace,aerial-ace,aerial-ace,after-you,after-you,after-you,amnesia,amnesia,attract,attract,attract,blizzard,blizzard,blizzard,block,body-slam,body-slam,body-slam,brick-break,brick-break,brick-break,bulk-up,bulk-up,bulk-up,bulldoze,bulldoze,captivate,captivate,captivate,chip-away,chip-away,chip-away,confide,confide,confide,counter,counter,counter,covet,covet,covet,crush-claw,crush-claw,crush-claw,curse,curse,curse,cut,cut,cut,double-edge,double-edge,double-edge,double-team,double-team,double-team,dynamic-punch,dynamic-punch,dynamic-punch,earthquake,earthquake,encore,encore,encore,endure,endure,endure,facade,facade,facade,feint-attack,feint-attack,fire-blast,fire-blast,fire-blast,fire-punch,fire-punch,fire-punch,flail,flail,flamethrower,flamethrower,flamethrower,fling,fling,fling,focus-blast,focus-blast,focus-energy,focus-punch,focus-punch,focus-punch,frustration,frustration,frustration,fury-cutter,fury-cutter,fury-cutter,fury-swipes,giga-impact,gunk-shot,gunk-shot,gunk-shot,hammer-arm,hammer-arm,hammer-arm
5e825b9602284d30719df4b3,nincada,absorb,aerial-ace,bide,bug-bite,bug-buzz,confide,cut,dig,double-edge,double-team,endure,facade,false-swipe,feint-attack,final-gambit,flash,frustration,fury-cutter,fury-swipes,giga-drain,gust,harden,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hone-claws,leech-life,metal-claw,mimic,mind-reader,mud-slap,natural-gift,night-slash,protect,rest,return,round,sand-attack,sandstorm,scratch,secret-power,shadow-ball,silver-wind,sleep-talk,snore,solar-beam,spite,string-shot,struggle-bug,substitute,sunny-day,swagger,toxic,x-scissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4b4,ninjask,double-team,screech,fury-cutter,baton-pass,aerial-ace,mud-slap,metal-claw,dig,sand-attack,scratch,harden,false-swipe,agility,absorb,bug-bite,fury-swipes,mind-reader,slash,swords-dance,x-scissor,hyper-beam,giga-impact,solar-beam,rest,thief,snore,protect,giga-drain,sandstorm,sunny-day,facade,swift,u-turn,round,acrobatics,air-slash,leech-life,substitute,endure,sleep-talk,shadow-ball,uproar,bug-buzz,final-gambit,flail,gust,night-slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4b5,shedinja,shadow-claw,grudge,mud-slap,metal-claw,dig,scratch,sand-attack,harden,false-swipe,confuse-ray,absorb,shadow-sneak,fury-swipes,mind-reader,shadow-ball,spite,phantom-force,hyper-beam,giga-impact,solar-beam,rest,thief,snore,protect,giga-drain,sandstorm,sunny-day,will-o-wisp,facade,round,hex,agility,leech-life,substitute,endure,sleep-talk,trick,x-scissor,bug-buzz,ally-switch,bug-bite,final-gambit,flail,gust,night-slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4b6,whismur,astonish,attract,blizzard,body-slam,captivate,circle-throw,confide,counter,defense-curl,disarming-voice,double-edge,double-team,dynamic-punch,echoed-voice,endeavor,endure,extrasensory,facade,fake-tears,fire-blast,fire-punch,flamethrower,fling,frustration,hammer-arm,headbutt,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,howl,hyper-voice,ice-beam,ice-punch,icy-wind,incinerate,mega-kick,mega-punch,mimic,mud-slap,natural-gift,pound,protect,psych-up,rain-dance,rest,retaliate,return,roar,rollout,round,screech,secret-power,seismic-toss,shadow-ball,shock-wave,sleep-talk,smelling-salts,smokescreen,snore,solar-beam,stomp,substitute,sunny-day,supersonic,swagger,synchronoise,take-down,teeter-dance,thunder-punch,toxic,uproar,water-pulse,whirlwind,work-up,zen-headbutt,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4b7,loudred,astonish,astonish,attract,attract,bite,blizzard,blizzard,body-slam,body-slam,brick-break,bulldoze,captivate,captivate,circle-throw,circle-throw,confide,confide,counter,counter,defense-curl,defense-curl,disarming-voice,disarming-voice,double-edge,double-edge,double-team,double-team,dynamic-punch,dynamic-punch,earthquake,echoed-voice,echoed-voice,endeavor,endeavor,endure,endure,extrasensory,extrasensory,facade,facade,fake-tears,fake-tears,fire-blast,fire-blast,fire-punch,fire-punch,flamethrower,flamethrower,fling,fling,frustration,frustration,hammer-arm,hammer-arm,headbutt,headbutt,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,howl,howl,hyper-voice,hyper-voice,ice-beam,ice-beam,ice-punch,ice-punch,icy-wind,icy-wind,incinerate,incinerate,low-kick,mega-kick,mega-kick,mega-punch,mega-punch,mimic
5e825b9602284d30719df4b8,exploud,astonish,astonish,astonish,attract,attract,attract,avalanche,bite,bite,blizzard,blizzard,blizzard,body-slam,body-slam,body-slam,boomburst,brick-break,brick-break,bulldoze,bulldoze,captivate,captivate,captivate,circle-throw,circle-throw,circle-throw,confide,confide,confide,counter,counter,counter,crunch,defense-curl,defense-curl,defense-curl,disarming-voice,disarming-voice,disarming-voice,double-edge,double-edge,double-edge,double-team,double-team,double-team,dynamic-punch,dynamic-punch,dynamic-punch,earthquake,earthquake,echoed-voice,echoed-voice,echoed-voice,endeavor,endeavor,endeavor,endure,endure,endure,extrasensory,extrasensory,extrasensory,facade,facade,facade,fake-tears,fake-tears,fake-tears,fire-blast,fire-blast,fire-blast,fire-fang,fire-punch,fire-punch,fire-punch,flamethrower,flamethrower,flamethrower,fling,fling,fling,focus-blast,frustration,frustration,frustration,giga-impact,hammer-arm,hammer-arm,hammer-arm,headbutt,headbutt,headbutt,hidden-power-bug,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting
5e825b9602284d30719df4b9,makuhita,arm-thrust,attract,belly-drum,body-slam,brick-break,bulk-up,bulldoze,bullet-punch,captivate,chip-away,close-combat,confide,counter,cross-chop,detect,dig,double-edge,double-team,dynamic-punch,earthquake,endure,facade,fake-out,feint,feint-attack,fire-punch,fling,focus-blast,focus-energy,focus-punch,force-palm,foresight,frustration,headbutt,heavy-slam,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,ice-punch,knock-off,low-kick,low-sweep,mega-kick,mega-punch,metronome,mimic,mud-slap,natural-gift,poison-jab,power-up-punch,protect,rain-dance,refresh,rest,retaliate,return,revenge,reversal,rock-climb,rock-slide,rock-smash,rock-tomb,role-play,round,sand-attack,secret-power,seismic-toss,sleep-talk,smack-down,smelling-salts,snore,strength,substitute,sunny-day,superpower,surf,swagger,tackle,thunder-punch,toxic,vacuum-wave,vital-throw,wake-up-slap,whirlpool,whirlwind,wide-guard,work-up,,,,,
5e825b9602284d30719df4ba,hariyama,arm-thrust,arm-thrust,attract,attract,belly-drum,belly-drum,body-slam,body-slam,brick-break,brick-break,brine,bulk-up,bulk-up,bulldoze,bulldoze,bullet-punch,bullet-punch,captivate,captivate,chip-away,chip-away,close-combat,close-combat,confide,confide,counter,counter,cross-chop,cross-chop,detect,detect,dig,dig,double-edge,double-edge,double-team,double-team,dynamic-punch,dynamic-punch,earthquake,earthquake,endure,endure,facade,facade,fake-out,fake-out,feint,feint,feint-attack,feint-attack,fire-punch,fire-punch,fling,fling,focus-blast,focus-blast,focus-energy,focus-energy,focus-punch,focus-punch,force-palm,force-palm,foresight,foresight,frustration,frustration,giga-impact,headbutt,headbutt,heavy-slam,heavy-slam,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water
5e825b9602284d30719df4bb,azurill,attract,blizzard,body-slam,bounce,bubble,bubble-beam,camouflage,captivate,charm,confide,copycat,covet,defense-curl,double-edge,double-team,encore,endure,facade,fake-tears,frustration,hail,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hyper-voice,ice-beam,icy-wind,iron-tail,knock-off,light-screen,mimic,muddy-water,mud-slap,natural-gift,protect,rain-dance,refresh,rest,return,rollout,round,scald,secret-power,sing,slam,sleep-talk,snore,soak,splash,substitute,surf,swagger,swift,tail-whip,tickle,toxic,uproar,waterfall,water-gun,water-pulse,water-sport,whirlpool,work-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4bc,nosepass,ancient-power,attract,block,body-slam,bulldoze,captivate,confide,dazzling-gleam,defense-curl,discharge,double-edge,double-team,dynamic-punch,earth-power,earthquake,endure,explosion,facade,fire-punch,frustration,gravity,harden,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,ice-punch,iron-defense,lock-on,magic-coat,magnet-rise,magnitude,mimic,mud-slap,natural-gift,pain-split,power-gem,protect,rest,return,rock-blast,rock-polish,rock-slide,rock-smash,rock-throw,rock-tomb,rollout,round,sandstorm,secret-power,self-destruct,shock-wave,sleep-talk,smack-down,snore,spark,stealth-rock,stomping-tantrum,stone-edge,strength,substitute,sunny-day,swagger,tackle,taunt,thunder,thunderbolt,thunder-punch,thunder-wave,torment,toxic,volt-switch,wide-guard,zap-cannon,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4bd,skitty,assist,attract,baton-pass,blizzard,body-slam,calm-mind,captivate,charge-beam,charm,confide,copycat,cosmic-power,covet,defense-curl,dig,disarming-voice,double-edge,double-slap,double-team,dream-eater,echoed-voice,endure,facade,fake-out,fake-tears,feint-attack,flash,foresight,frustration,grass-knot,growl,headbutt,heal-bell,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hyper-voice,ice-beam,icy-wind,iron-tail,last-resort,mimic,mud-bomb,mud-slap,natural-gift,payback,pay-day,play-rough,protect,psych-up,rain-dance,rest,retaliate,return,rollout,round,safeguard,secret-power,shadow-ball,shock-wave,simple-beam,sing,sleep-talk,snore,solar-beam,substitute,sucker-punch,sunny-day,swagger,swift,tackle,tail-whip,thunder,thunderbolt,thunder-wave,tickle,toxic,uproar,wake-up-slap,water-pulse,wild-charge,wish,work-up,zen-headbutt,,,,,,,,
5e825b9602284d30719df4be,delcatty,assist,attract,attract,baton-pass,baton-pass,blizzard,blizzard,body-slam,body-slam,calm-mind,calm-mind,captivate,captivate,charge-beam,charge-beam,charm,confide,confide,copycat,cosmic-power,cosmic-power,covet,covet,defense-curl,defense-curl,dig,dig,disarming-voice,double-edge,double-edge,double-slap,double-slap,double-team,double-team,dream-eater,dream-eater,echoed-voice,echoed-voice,endure,endure,facade,facade,fake-out,fake-out,fake-tears,fake-tears,feint-attack,flash,flash,foresight,frustration,frustration,giga-impact,grass-knot,grass-knot,growl,growl,headbutt,headbutt,heal-bell,heal-bell,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,hyper-voice,hyper-voice,ice-beam,ice-beam,icy-wind,icy-wind,iron-tail,iron-tail,laser-focus,last-resort
5e825b9602284d30719df4bf,sableye,leer,scratch,astonish,confuse-ray,shadow-sneak,fake-out,disable,detect,night-shade,fury-swipes,knock-off,quash,shadow-claw,mean-look,power-gem,zen-headbutt,shadow-ball,foul-play,mega-punch,mega-kick,fire-punch,ice-punch,thunder-punch,dig,rest,thief,snore,protect,icy-wind,attract,rain-dance,sunny-day,will-o-wisp,facade,helping-hand,brick-break,imprison,rock-tomb,payback,fling,drain-punch,wonder-room,low-sweep,round,hex,retaliate,snarl,body-slam,low-kick,psychic,metronome,substitute,endure,sleep-talk,encore,taunt,trick,calm-mind,gyro-ball,poison-jab,dark-pulse,nasty-plot,ally-switch,dazzling-gleam,feint,flatter,metal-burst,recover,sucker-punch,torment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df4c0,mawile,astonish,growl,fairy-wind,baton-pass,bite,stockpile,swallow,spit-up,sucker-punch,iron-defense,crunch,sweet-scent,iron-head,taunt,fake-tears,play-rough,mega-punch,mega-kick,ice-punch,thunder-punch,hyper-beam,giga-impact,solar-beam,rest,rock-slide,snore,protect,icy-wind,attract,sandstorm,rain-dance,sunny-day,facade,helping-hand,brick-break,rock-tomb,payback,assurance,fling,guard-swap,thunder-fang,ice-fang,fire-fang,round,draining-kiss,misty-terrain,false-swipe,brutal-swing,swords-dance,body-slam,flamethrower,ice-beam,fire-blast,substitute,sludge-bomb,endure,sleep-talk,shadow-ball,dark-pulse,focus-blast,flash-cannon,stone-edge,stealth-rock,grass-knot,foul-play,psychic-fangs,ancient-power,power-up-punch,seismic-toss,slam,tickle,steel-beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
